Platform,Year,Genre,Publisher
PSP,2009,Action,Electronic Arts
PS2,2009,Sports,Take-Two Interactive
PSP,2009,Sports,Sega
DC,1999,Sports,Sega
DS,2008,Adventure,Take-Two Interactive
PS,1997,Racing,Psygnosis
XB,2001,Platform,TDK Mediactive
DS,2009,Adventure,Ubisoft
PSP,2007,Shooter,Sony Computer Entertainment
PS,1998,Action,Sony Computer Entertainment
Wii,2006,Simulation,Nintendo
GBA,2005,Sports,Atari
XOne,2016,Role-Playing,Namco Bandai Games
PS2,2005,Sports,Zoo Digital Publishing
GC,2005,Adventure,THQ
PS2,2006,Role-Playing,Konami Digital Entertainment
GB,1996,Puzzle,Nintendo
PS3,2013,Action,Capcom
Wii,2007,Strategy,Nintendo
PS2,2004,Sports,Global Star
Wii,2010,Misc,THQ
3DS,2013,Action,Namco Bandai Games
PS3,2010,Sports,Sega
PS2,2003,Misc,Hudson Soft
PS3,2009,Action,Eidos Interactive
X360,2012,Fighting,Namco Bandai Games
PS2,2003,Action,Ubisoft
GBA,2002,Action,Activision
XB,2003,Sports,Zoo Digital Publishing
X360,2009,Shooter,Warner Bros. Interactive Entertainment
PS2,2006,Sports,Konami Digital Entertainment
3DS,2014,Role-Playing,Nintendo
WiiU,2016,Shooter,Nintendo
SNES,1995,Action,Laguna
DS,2009,Action,Eidos Interactive
SNES,1993,Racing,Nintendo
PS2,2001,Fighting,Virgin Interactive
PS2,2003,Racing,THQ
PS,2000,Role-Playing,Atlus
GBA,2003,Action,THQ
DS,2011,Fighting,Namco Bandai Games
PS3,2011,Fighting,Namco Bandai Games
Wii,2010,Misc,Konami Digital Entertainment
DS,2008,Simulation,Electronic Arts
Wii,2009,Adventure,Disney Interactive Studios
Wii,2013,Strategy,Activision
Wii,N/A,Action,N/A
DS,2007,Platform,Capcom
N64,2000,Sports,Konami Digital Entertainment
PS3,2013,Shooter,City Interactive
PS3,2010,Sports,Ubisoft
Wii,2011,Action,Electronic Arts
X360,2010,Strategy,Square Enix
PS2,2003,Action,Capcom
GC,2006,Racing,Electronic Arts
GBA,2003,Action,THQ
DS,2005,Action,THQ
PS2,2004,Platform,THQ
PS,2000,Action,THQ
XB,2003,Misc,Microsoft Game Studios
X360,2011,Fighting,THQ
PS3,2010,Shooter,Sony Computer Entertainment
PS2,2007,Sports,Take-Two Interactive
PS2,2009,Misc,Activision
PS2,2002,Fighting,Sammy Corporation
X360,2008,Racing,Capcom
PSP,2010,Strategy,Konami Digital Entertainment
PS3,2008,Shooter,Activision
PS2,2005,Shooter,Ubisoft
PS,2001,Role-Playing,Namco Bandai Games
PS2,2008,Platform,Brash Entertainment
PS2,2002,Sports,Acclaim Entertainment
PS2,2003,Misc,Konami Digital Entertainment
GC,2004,Sports,Electronic Arts
DS,2008,Misc,Nobilis
PS2,2003,Shooter,Vivendi Games
PS4,2015,Simulation,Koch Media
PS2,2000,Sports,Konami Digital Entertainment
PS,1998,Racing,989 Studios
PS2,2000,Role-Playing,Ubisoft
X360,2007,Action,Electronic Arts
PS,1999,Role-Playing,Kadokawa Shoten
SAT,1996,Fighting,Capcom
PS2,2002,Platform,THQ
DS,2010,Adventure,Disney Interactive Studios
PSP,2006,Sports,Sony Computer Entertainment
PS3,2012,Racing,Codemasters
GC,2006,Platform,Activision
PSP,2011,Fighting,Namco Bandai Games
PS4,2015,Misc,Ubisoft
PS2,2005,Adventure,Global Star
DS,2007,Action,Disney Interactive Studios
X360,2008,Sports,Electronic Arts
PS,1998,Puzzle,Sony Computer Entertainment
DS,2009,Simulation,Ubisoft
GBA,2005,Misc,Zoo Digital Publishing
PSP,2011,Strategy,Namco Bandai Games
PSP,2011,Action,Disney Interactive Studios
GBA,2002,Platform,THQ
PS2,2008,Misc,Disney Interactive Studios
PS2,2006,Action,Tecmo Koei
DC,1999,Fighting,Namco Bandai Games
PS,1999,Racing,Psygnosis
DS,2007,Role-Playing,Nintendo
PS3,2007,Action,THQ
GBA,2004,Platform,Nintendo
XOne,2014,Action,Activision
DS,2007,Action,THQ
X360,2006,Shooter,Vivendi Games
X360,2006,Action,Microsoft Game Studios
2600,1980,Action,Activision
GBA,2002,Action,Atari
PS2,2003,Simulation,Tecmo Koei
DS,2010,Action,Sega
Wii,2010,Action,City Interactive
PS2,2004,Adventure,Disney Interactive Studios
SAT,1995,Shooter,Sega
X360,2011,Action,Electronic Arts
PS2,2009,Racing,Sony Computer Entertainment
GBA,2004,Platform,THQ
DS,2010,Role-Playing,Atlus
PS,1997,Fighting,Virgin Interactive
PS2,2000,Puzzle,Acclaim Entertainment
XB,2004,Shooter,Eidos Interactive
PS2,2001,Simulation,Eidos Interactive
2600,1982,Action,ITT Family Games
2600,1983,Action,Activision
X360,2016,Action,Warner Bros. Interactive Entertainment
X360,2005,Action,Microsoft Game Studios
Wii,2011,Action,Namco Bandai Games
GC,2005,Fighting,THQ
PS3,2009,Action,Tecmo Koei
XB,2004,Simulation,Electronic Arts
2600,1981,Action,20th Century Fox Video Games
Wii,2011,Action,Ubisoft
Wii,2007,Action,Activision
PS3,2012,Action,Konami Digital Entertainment
SAT,1995,Fighting,Virgin Interactive
N64,1998,Racing,GT Interactive
2600,1982,Action,20th Century Fox Video Games
PS3,2009,Action,Electronic Arts
3DS,2011,Strategy,Ubisoft
PS,1998,Misc,ASCII Entertainment
Wii,2008,Racing,THQ
2600,1981,Shooter,Coleco
PSP,2007,Sports,Sega
PS2,2004,Adventure,Vivendi Games
PS3,2011,Action,Electronic Arts
XB,2006,Sports,Electronic Arts
DS,2007,Misc,Hudson Soft
PS,1997,Shooter,Sony Computer Entertainment
DS,2009,Puzzle,PopCap Games
DS,2008,Misc,505 Games
XOne,2014,Platform,Ubisoft
DS,2007,Puzzle,D3Publisher
PSP,2008,Role-Playing,Square Enix
DS,2008,Simulation,Nobilis
PS,1998,Action,Sony Computer Entertainment
X360,2011,Sports,Home Entertainment Suppliers
XB,2002,Racing,Midway Games
3DS,2013,Strategy,Activision
DS,2008,Simulation,Ubisoft
PS3,2008,Sports,Electronic Arts
XOne,2013,Simulation,Microsoft Game Studios
GBA,2005,Racing,Disney Interactive Studios
PC,2011,Simulation,Electronic Arts
GC,2003,Action,Konami Digital Entertainment
DS,2009,Simulation,Eidos Interactive
PS2,2009,Misc,Disney Interactive Studios
PS3,2010,Misc,Sony Computer Entertainment
PS4,2016,Role-Playing,Atlus
PS3,2007,Misc,Sony Computer Entertainment
X360,2007,Action,Disney Interactive Studios
PSV,2012,Racing,Sony Computer Entertainment
PS2,2008,Action,Namco Bandai Games
DS,2011,Action,Namco Bandai Games
PS,1996,Action,Electronic Arts
PS2,2001,Racing,Atari
DS,2006,Adventure,THQ
X360,2015,Shooter,Electronic Arts
XB,2005,Shooter,NovaLogic
DS,2009,Action,Majesco Entertainment
PS2,2005,Misc,Oxygen Interactive
PS3,2011,Action,Ackkstudios
PS3,2011,Shooter,Codemasters
X360,2009,Action,Microsoft Game Studios
XB,2006,Shooter,Ubisoft
DS,2009,Action,Activision
X360,2008,Shooter,LucasArts
PS,1996,Racing,Jaleco
Wii,2011,Role-Playing,Nintendo
PS3,2012,Action,Sega
X360,2011,Fighting,Rising Star Games
PS2,2003,Adventure,Ubisoft
GBA,2003,Platform,THQ
PS,1998,Puzzle,Sony Computer Entertainment
Wii,2010,Misc,Deep Silver
DS,2007,Role-Playing,Namco Bandai Games
PSP,2006,Fighting,Capcom
PSP,2006,Role-Playing,Ubisoft
X360,2009,Sports,Sega
PS,1998,Action,Eidos Interactive
PSP,2009,Role-Playing,Namco Bandai Games
Wii,2011,Misc,Activision
Wii,2010,Action,Sega
PSP,2004,Misc,Sony Computer Entertainment
PS3,2012,Shooter,Take-Two Interactive
PS3,2009,Misc,Sony Computer Entertainment
Wii,2009,Role-Playing,Activision
PSV,2011,Fighting,Capcom
GC,2003,Fighting,THQ
DS,2007,Puzzle,Nintendo
GC,2005,Simulation,Electronic Arts
XB,2003,Action,Universal Interactive
X360,2007,Action,Ubisoft
Wii,2009,Shooter,Zushi Games
Wii,2010,Misc,D3Publisher
PS2,2001,Platform,Sony Computer Entertainment
XB,2003,Shooter,Eidos Interactive
X360,2010,Role-Playing,Sega
Wii,2008,Simulation,Ubisoft
PS2,2002,Action,Sony Computer Entertainment
XB,2001,Racing,Electronic Arts
PSP,2006,Role-Playing,Sony Computer Entertainment
PS3,2009,Sports,Electronic Arts
PS,1999,Simulation,Konami Digital Entertainment
PS4,2015,Fighting,Tecmo Koei
GC,2004,Platform,THQ
PS3,2011,Sports,505 Games
PC,2012,Action,Electronic Arts
PS2,2002,Sports,Activision
GBA,2005,Action,Activision
WiiU,2014,Action,Sega
PS2,2002,Fighting,Acclaim Entertainment
PS,1999,Sports,Namco Bandai Games
PSV,2011,Platform,Sony Computer Entertainment
X360,2012,Action,Konami Digital Entertainment
GB,1990,Sports,Namco Bandai Games
SNES,1994,Sports,Hudson Soft
Wii,2009,Action,Majesco Entertainment
PSP,2006,Misc,Capcom
DS,2008,Sports,Electronic Arts
PS2,2009,Sports,Sony Computer Entertainment
PS4,2016,Role-Playing,Square Enix
PS2,2001,Sports,Sony Computer Entertainment
GBA,2004,Platform,Nintendo
PS3,2014,Fighting,Namco Bandai Games
PS2,2009,Action,Warner Bros. Interactive Entertainment
XB,2006,Fighting,Electronic Arts
GBA,2001,Racing,THQ
PS2,2003,Action,Capcom
PS3,2008,Sports,Electronic Arts
N64,N/A,Role-Playing,Nintendo
N64,1998,Action,3DO
PSP,2011,Misc,Sega
X360,2009,Strategy,Eidos Interactive
PS,1998,Platform,Activision
PS2,2006,Role-Playing,Tecmo Koei
PS3,2010,Sports,Activision
X360,2010,Sports,Hudson Soft
PS2,2002,Adventure,Capcom
SNES,1991,Sports,Banpresto
DS,2008,Adventure,Scholastic Inc.
PS3,2011,Action,Disney Interactive Studios
GC,2005,Shooter,Activision
Wii,2006,Action,Konami Digital Entertainment
PSP,2007,Strategy,THQ
X360,2013,Racing,Codemasters
PS2,2003,Role-Playing,Tecmo Koei
PS2,2005,Fighting,Ignition Entertainment
Wii,2007,Sports,Electronic Arts
PSP,2009,Racing,Sony Computer Entertainment
PS3,2009,Racing,Ubisoft
GC,2006,Platform,THQ
DS,2009,Simulation,SouthPeak Games
PSP,2008,Sports,Sony Computer Entertainment
X360,2011,Misc,Ubisoft
PS,1994,Shooter,Konami Digital Entertainment
GBA,2003,Platform,Disney Interactive Studios
DC,2001,Adventure,Sega
DS,2011,Action,Avanquest
PS,2000,Sports,Sony Computer Entertainment
GBA,2003,Misc,THQ
PS3,2013,Strategy,Activision
GC,2005,Fighting,Tomy Corporation
SNES,1991,Strategy,Namco Bandai Games
Wii,2010,Platform,D3Publisher
X360,2008,Action,Sega
DS,2010,Action,Electronic Arts
GC,2005,Sports,Electronic Arts
DS,2007,Misc,Rocket Company
X360,2011,Misc,Take-Two Interactive
X360,2007,Role-Playing,Atari
PS,1997,Misc,Takara
DS,2007,Sports,Electronic Arts
PS,1996,Sports,Electronic Arts
PS3,2010,Action,Namco Bandai Games
PS3,2007,Role-Playing,Sony Computer Entertainment
3DS,2015,Fighting,Namco Bandai Games
PS2,2007,Action,Tecmo Koei
XOne,2014,Shooter,505 Games
GC,2006,Action,THQ
PS3,2011,Action,Capcom
2600,1983,Action,Parker Bros.
DS,2010,Role-Playing,Atlus
PSV,2012,Action,Warner Bros. Interactive Entertainment
GC,2005,Sports,Electronic Arts
Wii,2008,Misc,Konami Digital Entertainment
2600,1981,Action,Starpath Corp.
WiiU,2013,Action,Warner Bros. Interactive Entertainment
DS,2009,Simulation,505 Games
GBA,2005,Puzzle,Nintendo
Wii,2006,Fighting,Sega
PS,1995,Fighting,Tomy Corporation
XB,2006,Sports,Take-Two Interactive
PS2,2004,Misc,Play It
PSV,2014,Action,Sony Computer Entertainment
PC,2011,Shooter,Electronic Arts
PS3,2010,Misc,Konami Digital Entertainment
X360,2009,Action,Codemasters
PSP,2009,Sports,Take-Two Interactive
PS3,2014,Fighting,Namco Bandai Games
PC,2008,Role-Playing,Atari
GBA,2004,Action,Konami Digital Entertainment
PS2,2004,Action,THQ
PSP,2012,Fighting,Namco Bandai Games
PC,2013,Action,Warner Bros. Interactive Entertainment
PS2,2003,Shooter,Vivendi Games
PS,1999,Sports,Electronic Arts
PS3,2015,Action,Capcom
X360,2006,Racing,Atari
PS3,2008,Action,Sega
PSV,2012,Sports,Electronic Arts
DS,2008,Action,THQ
X360,2009,Sports,Electronic Arts
X360,2012,Fighting,Ubisoft Annecy
DS,2011,Role-Playing,Ghostlight
N64,1998,Sports,Acclaim Entertainment
DS,2008,Misc,Hudson Soft
XOne,2016,Action,Warner Bros. Interactive Entertainment
PSP,2009,Fighting,Namco Bandai Games
PS2,2001,Racing,Sony Computer Entertainment
X360,2007,Puzzle,Namco Bandai Games
PS,1997,Puzzle,Acclaim Entertainment
XB,2005,Sports,Electronic Arts
PS3,2009,Action,Codemasters
PS,2002,Role-Playing,Enix Corporation
PSP,2010,Shooter,Electronic Arts
DS,2010,Platform,D3Publisher
Wii,2008,Racing,Zoo Digital Publishing
PC,2009,Action,Eidos Interactive
X360,2007,Action,Vivendi Games
X360,2008,Platform,Vivendi Games
X360,2006,Shooter,Take-Two Interactive
Wii,2009,Misc,Take-Two Interactive
PS,1996,Action,Electronic Arts
PS,1997,Sports,Sony Computer Entertainment
PS4,2014,Action,Square Enix
X360,2005,Sports,Activision
PS,1999,Simulation,Ubisoft
X360,2014,Shooter,505 Games
PS2,2003,Fighting,Atari
PS2,N/A,Role-Playing,Unknown
PC,2010,Strategy,Ubisoft
PS2,2008,Action,Take-Two Interactive
PS4,2016,Action,Ubisoft
DS,2009,Sports,THQ
X360,2011,Misc,Zoo Games
PS2,2005,Shooter,Ubisoft
X360,N/A,Shooter,Unknown
X360,2007,Simulation,Konami Digital Entertainment
Wii,2009,Simulation,Electronic Arts
GC,2003,Action,Ubisoft
PS2,2000,Simulation,Sony Computer Entertainment
N64,1997,Sports,Konami Digital Entertainment
PS,2000,Platform,Ubisoft
GB,1995,Puzzle,Nintendo
PS4,2016,Racing,Codemasters
GBA,2001,Action,Majesco Entertainment
PS,2000,Sports,Electronic Arts
DS,2011,Misc,P2 Games
PS,1997,Racing,Sony Computer Entertainment
Wii,2007,Sports,Atari
PS2,2003,Platform,Konami Digital Entertainment
PS,1995,Misc,Electronic Arts
PSP,2008,Sports,Ubisoft
PS2,2004,Misc,Konami Digital Entertainment
Wii,2008,Sports,Ubisoft
PS2,2001,Simulation,ASCII Entertainment
SAT,1995,Fighting,Virgin Interactive
PS,1999,Sports,Konami Digital Entertainment
GBA,2005,Misc,N/A
PS2,2002,Fighting,Ubisoft
PSP,2005,Fighting,Electronic Arts
GBA,2005,Platform,THQ
NES,1991,Puzzle,BPS
X360,2009,Action,Electronic Arts
PS2,2003,Sports,Activision
PS2,2009,Misc,MTV Games
DS,2009,Puzzle,Rondomedia
GBA,2002,Adventure,BAM! Entertainment
2600,N/A,Racing,Activision
2600,1982,Action,Data Age
PS,1997,Adventure,Acclaim Entertainment
DS,2008,Sports,Enterbrain
PS4,2016,Platform,Electronic Arts
PSP,2007,Action,Take-Two Interactive
XB,2002,Sports,Sega
Wii,2008,Role-Playing,Eidos Interactive
Wii,2010,Strategy,Square Enix
SNES,1993,Role-Playing,Hudson Soft
PS2,2003,Fighting,Namco Bandai Games
GBA,2002,Misc,Atari
PS2,N/A,Sports,Unknown
PS,1997,Simulation,Human Entertainment
PS,1997,Strategy,Banpresto
SNES,1994,Role-Playing,SquareSoft
XB,2003,Sports,Microsoft Game Studios
GBA,2001,Sports,Electronic Arts
PS2,2008,Sports,Electronic Arts
X360,2007,Shooter,Codemasters
DS,2009,Simulation,Electronic Arts
XB,2004,Strategy,Deep Silver
PS2,2001,Racing,Gathering of Developers
X360,2010,Sports,Activision
SNES,1996,Misc,Hudson Soft
PS,2001,Action,THQ
PS2,2000,Strategy,Tecmo Koei
PSP,2007,Action,Activision
X360,2011,Adventure,Deep Silver
X360,2010,Fighting,PQube
PS2,2002,Adventure,Sony Computer Entertainment
PS2,2009,Misc,Activision
PSP,2007,Racing,Sony Computer Entertainment
DS,2008,Misc,Konami Digital Entertainment
XOne,2015,Misc,Ubisoft
Wii,2008,Action,Capcom
PS2,2004,Action,Tecmo Koei
XB,2002,Adventure,Microsoft Game Studios
PS,1998,Platform,Ocean
PS3,2016,Action,Warner Bros. Interactive Entertainment
DC,1999,Sports,Sega
PC,2011,Role-Playing,Microsoft Game Studios
XOne,2015,Fighting,Namco Bandai Games
PC,2011,Role-Playing,Ubisoft
X360,2009,Racing,Codemasters
Wii,2010,Sports,Namco Bandai Games
PS,1997,Strategy,Electronic Arts
PSP,2011,Role-Playing,Capcom
XB,2003,Racing,Vivendi Games
Wii,2010,Misc,Warner Bros. Interactive Entertainment
PS,1995,Sports,Sony Computer Entertainment
Wii,2007,Misc,Konami Digital Entertainment
DS,2010,Action,Disney Interactive Studios
PS2,2007,Sports,Konami Digital Entertainment
DS,2007,Shooter,Konami Digital Entertainment
GBA,2003,Sports,Electronic Arts
PS3,2014,Shooter,505 Games
SNES,1995,Platform,Konami Digital Entertainment
3DS,2011,Puzzle,Square Enix
GB,1999,Action,Nintendo
PSP,2008,Sports,Konami Digital Entertainment
PS,1998,Misc,NewKidCo
Wii,2008,Action,Sega
X360,2008,Misc,Atari
XB,2002,Sports,Microsoft Game Studios
PS2,2005,Sports,Electronic Arts
DS,2007,Adventure,Activision
DS,2005,Action,Ubisoft
3DS,2015,Misc,Sega
3DS,2014,Strategy,Namco Bandai Games
DS,2010,Platform,Activision
PS3,2007,Sports,Sony Computer Entertainment
PS4,2016,Shooter,Deep Silver
PS2,2003,Misc,Sony Computer Entertainment
PS,1996,Adventure,Infogrames
XB,2004,Strategy,Konami Digital Entertainment
XB,2005,Action,Atari
XB,2005,Action,Midway Games
DS,2006,Action,Midway Games
PS,1997,Shooter,SquareSoft
PS,1998,Misc,Sony Computer Entertainment
DS,2009,Puzzle,Storm City Games
XOne,2014,Action,Deep Silver
X360,2010,Action,Capcom
X360,2012,Sports,Konami Digital Entertainment
PS2,2003,Simulation,Agetec
PS2,2009,Strategy,Namco Bandai Games
DS,2007,Action,CokeM Interactive
SAT,1995,Shooter,Sega
PS,2001,Action,Take-Two Interactive
XB,2005,Shooter,Ubisoft
GBA,2005,Action,THQ
PS,1999,Strategy,Banpresto
PSP,2005,Platform,Capcom
Wii,2009,Sports,Activision Value
PSP,2010,Role-Playing,Square Enix
N64,1997,Sports,Konami Digital Entertainment
N64,1998,Platform,Konami Digital Entertainment
N64,1999,Racing,Electronic Arts
N64,1998,Racing,Activision
N64,1999,Sports,Take-Two Interactive
N64,2001,Simulation,Nintendo
PC,2015,Simulation,Sega
DS,2006,Fighting,Namco Bandai Games
X360,2010,Action,Disney Interactive Studios
XOne,2015,Action,Disney Interactive Studios
3DS,2014,Action,Namco Bandai Games
Wii,2008,Misc,Zoo Games
Wii,2010,Action,Electronic Arts
PS2,2007,Sports,Konami Digital Entertainment
Wii,2008,Misc,Activision
Wii,2008,Simulation,Rising Star Games
XB,N/A,Shooter,Activision
DS,2010,Strategy,Konami Digital Entertainment
GBA,2002,Action,Ubisoft
Wii,2009,Strategy,Rising Star Games
2600,1982,Action,CBS Electronics
PS2,2005,Misc,Sony Computer Entertainment
DS,2005,Platform,Activision
X360,2005,Sports,Electronic Arts
PS2,2008,Sports,Ubisoft
SAT,1997,Role-Playing,Atlus
PS3,2008,Sports,Bethesda Softworks
Wii,2010,Sports,Activision
X360,2006,Strategy,Electronic Arts
PS,1998,Racing,Infogrames
XB,2004,Misc,Midway Games
PS,1997,Simulation,SquareSoft
DS,2006,Puzzle,Ubisoft
PC,2012,Role-Playing,Electronic Arts
GC,2002,Racing,Electronic Arts
PSP,2012,Strategy,Namco Bandai Games
PS3,2012,Action,Sony Computer Entertainment
DS,2010,Puzzle,Warner Bros. Interactive Entertainment
PS,1998,Sports,Sony Computer Entertainment
PS2,2002,Racing,LucasArts
PSP,2007,Sports,Electronic Arts
PS3,2011,Fighting,Rising Star Games
PS2,2001,Sports,Sony Computer Entertainment
PS,1998,Misc,Acclaim Entertainment
PS2,2001,Misc,Magix
2600,N/A,Action,Atari
SNES,1993,Platform,Konami Digital Entertainment
2600,1981,Action,Mattel Interactive
PS2,2002,Action,Activision
PS,1999,Platform,GT Interactive
PSV,2013,Role-Playing,Nippon Ichi Software
PSP,2010,Role-Playing,Marvelous Interactive
Wii,2009,Sports,Ubisoft
DS,2009,Misc,Mentor Interactive
XOne,2013,Platform,Activision
PS,1999,Misc,Activision
PS3,2009,Action,Activision
PSP,2010,Action,Konami Digital Entertainment
XB,2002,Fighting,Universal Interactive
PS,2000,Puzzle,Empire Interactive
GBA,2001,Puzzle,Nintendo
PS,2000,Platform,Sony Computer Entertainment
PS2,2002,Action,Sony Computer Entertainment
SNES,1996,Role-Playing,ASCII Entertainment
SNES,1994,Fighting,Namco Bandai Games
PS2,2000,Role-Playing,Activision
3DS,2013,Adventure,Warner Bros. Interactive Entertainment
DS,2009,Simulation,Ubisoft
X360,2009,Role-Playing,Banpresto
GBA,2005,Action,Activision
DS,2006,Action,THQ
XB,2003,Racing,Microsoft Game Studios
GBA,2002,Racing,TDK Mediactive
PS3,2014,Action,Namco Bandai Games
X360,2014,Shooter,Sega
GB,1995,Misc,Nintendo
SAT,1996,Shooter,Sega
PS,1998,Fighting,SquareSoft
PSP,2005,Misc,Sega
Wii,2011,Misc,Konami Digital Entertainment
GBA,2003,Platform,Universal Interactive
PS,2000,Action,3DO
PS3,2012,Strategy,Namco Bandai Games
PS3,2007,Shooter,Midway Games
Wii,2007,Simulation,Nintendo
DS,N/A,Action,Activision
PSP,2006,Puzzle,Disney Interactive Studios
WiiU,2014,Action,Nintendo
PC,2006,Simulation,Deep Silver
PS,1995,Platform,Sony Computer Entertainment
PS2,2005,Misc,Konami Digital Entertainment
DS,2010,Action,Warner Bros. Interactive Entertainment
GC,2002,Racing,Acclaim Entertainment
GBA,2005,Platform,Disney Interactive Studios
PS2,2003,Action,Capcom
X360,2011,Fighting,Ubisoft
X360,2011,Racing,Activision
DS,2009,Puzzle,Sega
Wii,2010,Platform,Activision
GBA,2005,Adventure,Global Star
PS2,2005,Adventure,Sony Computer Entertainment
SAT,1995,Role-Playing,Sega
GBA,2006,Misc,Nintendo
DS,2007,Strategy,Banpresto
PS,1997,Racing,Sony Computer Entertainment
PSP,2010,Strategy,Sony Computer Entertainment
PS2,2006,Adventure,Sony Computer Entertainment
PSP,2007,Platform,Activision
PS,N/A,Racing,Unknown
NES,1990,Sports,Namco Bandai Games
DS,2011,Misc,Activision
DS,2008,Strategy,THQ
DS,2007,Action,Warner Bros. Interactive Entertainment
PS2,2007,Strategy,Banpresto
PS3,2013,Role-Playing,Square Enix
SAT,1994,Sports,Sega
PC,2004,Simulation,Electronic Arts
PSV,N/A,Role-Playing,Nippon Ichi Software
3DS,2011,Action,Ubisoft
PS4,2015,Action,Capcom
DS,2009,Adventure,Disney Interactive Studios
X360,2007,Action,Tecmo Koei
Wii,2008,Racing,Eidos Interactive
PS4,2014,Action,Tecmo Koei
PSV,2014,Action,Tecmo Koei
Wii,2010,Action,Capcom
PS2,2002,Strategy,Tecmo Koei
DS,2008,Role-Playing,Nintendo
SNES,1994,Role-Playing,Hudson Soft
PS4,2015,Simulation,Kalypso Media
PS2,2001,Sports,Midas Interactive Entertainment
DS,2008,Role-Playing,Nintendo
N64,1999,Racing,Take-Two Interactive
N64,1999,Shooter,Activision
DS,2006,Misc,Spike
GBA,2003,Racing,THQ
DS,2009,Simulation,Electronic Arts
X360,2007,Action,Electronic Arts
PS4,2015,Action,Activision
PS,1997,Simulation,Namco Bandai Games
3DS,2011,Action,Namco Bandai Games
PS2,2000,Platform,Ubisoft
GBA,2003,Action,Atari
SNES,1997,Puzzle,Hudson Soft
X360,2006,Action,Microsoft Game Studios
PSP,2011,Role-Playing,Atlus
PS,2000,Action,3DO
PC,2005,Racing,Electronic Arts
GC,N/A,Sports,Electronic Arts
PS2,2003,Fighting,THQ
PS2,2000,Role-Playing,Ubisoft
SAT,1996,Strategy,Sega
DS,2007,Simulation,Ubisoft
X360,2011,Misc,Ubisoft
3DS,2012,Role-Playing,Atlus
SNES,1995,Sports,Tecmo Koei
PS,1996,Fighting,Virgin Interactive
X360,2007,Action,Activision
PC,2014,Sports,Electronic Arts
X360,2008,Simulation,Konami Digital Entertainment
3DS,N/A,Simulation,Unknown
Wii,2012,Misc,Nordic Games
